id,num_choices,prediction,scores
test_00162,4,3,"[-6.875, -8.875, -9.875, -0.00142669677734375]"
test_00674,4,2,"[-7.75, -7.0, -0.00341796875, -6.25]"
test_02197,4,3,"[-5.75, -6.25, -8.25, -0.00555419921875]"
test_00321,4,0,"[-0.000759124755859375, -8.875, -8.0, -11.25]"
test_04117,4,2,"[-10.625, -9.375, -0.0128173828125, -4.375]"
test_00923,2,0,"[-0.578125, -0.828125]"
test_02262,3,1,"[-3.4375, -0.5546875, -0.9296875]"
test_01729,3,1,"[-4.78125, -0.39453125, -1.1484375]"
test_04016,3,2,"[-3.03125, -1.0234375, -0.5234375]"
test_03743,4,3,"[-4.90625, -4.28125, -4.40625, -0.0341796875]"
test_03655,3,1,"[-0.9296875, -0.5546875, -3.4375]"
test_00391,3,2,"[-1.375, -2.875, -0.37109375]"
test_00104,3,2,"[-1.3828125, -2.75, -0.37890625]"
test_01067,3,1,"[-1.140625, -0.390625, -5.625]"
test_00612,2,1,"[-2.578125, -0.0791015625]"
test_00666,3,1,"[-1.2265625, -0.35546875, -4.96875]"
test_00422,2,1,"[-11.75, -0.000171661376953125]"
test_03598,2,0,"[-0.69140625, -0.69140625]"
test_03310,3,2,"[-1.390625, -2.640625, -0.38671875]"
test_00758,3,0,"[-0.3671875, -1.2421875, -3.984375]"
test_00585,3,2,"[-0.890625, -2.765625, -0.640625]"
test_02357,2,1,"[-3.53125, -0.0301513671875]"
test_00090,2,1,"[-4.15625, -0.0162353515625]"
test_00211,3,1,"[-1.5625, -0.4375, -1.9375]"
test_01289,2,1,"[-13.5, -0.00014972686767578125]"
test_00856,3,2,"[-1.6484375, -3.140625, -0.26953125]"
test_01549,2,0,"[-0.4765625, -0.97265625]"
test_01109,2,0,"[-0.0009613037109375, -9.5]"
test_03698,3,0,"[-0.0091552734375, -5.0, -6.125]"
test_03587,3,1,"[-1.828125, -0.458984375, -1.578125]"
test_02952,2,1,"[-8.5, -0.00041961669921875]"
test_01384,4,2,"[-7.125, -5.875, -0.01043701171875, -5.0]"
test_02091,3,2,"[-1.203125, -1.578125, -0.703125]"
test_01073,2,1,"[-2.015625, -0.142578125]"
test_02740,2,0,"[-0.474609375, -0.97265625]"
test_01732,4,3,"[-8.25, -6.5, -0.7578125, -0.6328125]"
test_03300,2,1,"[-9.75, -0.00021266937255859375]"
test_03617,2,1,"[-12.75, -0.0001583099365234375]"
test_00137,4,1,"[-12.0, -0.00018787384033203125, -13.375, -14.375]"
test_03361,2,1,"[-1.140625, -0.38671875]"
test_03195,2,1,"[-1.3125, -0.3125]"
test_03230,2,0,"[-0.28125, -1.40625]"
test_04014,2,0,"[-0.126953125, -2.125]"
test_02637,2,0,"[-0.5234375, -0.8984375]"
test_00995,2,0,"[-0.00121307373046875, -7.25]"
test_02185,2,0,"[-0.0062255859375, -5.125]"
test_00914,2,0,"[-0.001373291015625, -6.875]"
test_00270,4,1,"[-11.0, -0.00014781951904296875, -12.5, -14.375]"
test_02913,2,0,"[-0.4296875, -1.0546875]"
test_01944,2,1,"[-1.2265625, -0.349609375]"
test_00322,4,2,"[-7.9375, -3.578125, -0.07177734375, -3.203125]"
test_00650,4,3,"[-10.5, -9.25, -9.375, -0.0003070831298828125]"
test_03265,4,2,"[-12.75, -7.625, -0.000614166259765625, -11.75]"
test_01133,2,1,"[-2.34375, -0.10107421875]"
test_03421,4,1,"[-12.0, -0.000141143798828125, -13.5, -15.25]"
test_03322,4,2,"[-11.5, -6.625, -0.00145721435546875, -12.375]"
test_00783,4,0,"[-0.000591278076171875, -11.75, -13.625, -14.625]"
test_01717,2,0,"[-0.142578125, -2.015625]"
test_03855,2,1,"[-9.25, -0.00028228759765625]"
test_02081,4,0,"[-0.0015411376953125, -9.125, -9.75, -6.875]"
test_03390,4,1,"[-9.375, -0.00023174285888671875, -11.5, -11.125]"
test_00264,4,0,"[-0.0002899169921875, -10.0, -12.375, -13.625]"
test_01941,4,2,"[-2.125, -8.625, -0.1298828125, -5.875]"
test_02437,2,0,"[-0.28125, -1.40625]"
test_01191,2,1,"[-1.3125, -0.3125]"
test_03885,2,1,"[-9.5, -0.00028228759765625]"
test_03321,2,1,"[-4.875, -0.0078125]"
test_00951,4,3,"[-11.25, -8.5, -10.375, -0.00038909912109375]"
test_02174,4,3,"[-5.875, -8.375, -8.75, -0.00335693359375]"
test_02750,4,1,"[-1.5546875, -0.55078125, -1.8046875, -3.046875]"
test_00559,4,2,"[-8.875, -9.25, -0.0003509521484375, -11.625]"
test_00522,3,0,"[-0.0556640625, -3.5625, -3.6875]"
test_02094,4,0,"[-0.0002956390380859375, -9.125, -11.25, -13.5]"
test_00174,4,2,"[-12.375, -8.625, -0.0002994537353515625, -11.625]"
test_00357,4,2,"[-10.125, -6.625, -0.0014801025390625, -12.0]"
test_00411,4,1,"[-10.375, -0.00016498565673828125, -11.375, -13.0]"
test_03289,4,0,"[-0.000270843505859375, -10.75, -12.25, -14.625]"
test_04113,4,2,"[-12.625, -9.0, -0.000247955322265625, -11.375]"
test_03865,4,1,"[-10.0, -0.0002269744873046875, -10.5, -11.5]"
test_01694,4,1,"[-9.25, -0.0003261566162109375, -10.125, -10.125]"
test_00822,4,3,"[-4.875, -9.375, -11.25, -0.00787353515625]"
test_01566,2,0,"[-0.1806640625, -1.8046875]"
test_00848,4,1,"[-10.0, -0.0002346038818359375, -11.125, -9.625]"
test_01037,4,2,"[-11.125, -8.75, -0.0003452301025390625, -11.5]"
test_00002,4,1,"[-6.59375, -0.2265625, -9.0, -1.6015625]"
test_02034,4,3,"[-8.25, -8.0, -11.25, -0.00074005126953125]"
test_00144,4,1,"[-11.0, -0.00016307830810546875, -11.75, -13.125]"
test_01918,4,3,"[-10.0, -9.75, -10.75, -0.000263214111328125]"
test_03360,4,2,"[-11.5, -9.75, -0.0002231597900390625, -10.75]"
test_00911,4,1,"[-9.0, -0.0003719329833984375, -10.25, -10.25]"
test_02080,4,0,"[-0.000415802001953125, -10.75, -12.625, -14.125]"
test_00407,4,1,"[-10.375, -0.0001583099365234375, -11.625, -13.625]"
test_03771,4,2,"[-10.5, -5.625, -0.0037689208984375, -11.875]"
test_02562,4,3,"[-9.375, -5.375, -9.5, -0.004913330078125]"
test_01946,4,2,"[-8.875, -4.875, -0.00799560546875, -9.25]"
test_01308,4,3,"[-8.625, -8.375, -10.875, -0.000576019287109375]"
test_04064,4,3,"[-9.5, -9.625, -10.5, -0.000293731689453125]"
test_01126,4,0,"[-0.0003509521484375, -9.5, -10.875, -12.875]"
test_02661,4,0,"[-0.0002727508544921875, -10.5, -12.5, -14.375]"
test_02237,4,0,"[-0.0003299713134765625, -10.5, -12.75, -13.75]"
test_03057,4,2,"[-12.0, -8.125, -0.0004634857177734375, -10.125]"
test_00830,3,0,"[-0.69921875, -1.3203125, -1.4453125]"
test_00291,2,0,"[-0.0062255859375, -5.125]"
test_02411,4,3,"[-7.875, -9.125, -10.25, -0.000667572021484375]"
test_03511,4,1,"[-10.75, -0.000255584716796875, -12.75, -13.375]"
test_02581,4,1,"[-11.375, -0.0001506805419921875, -14.125, -15.625]"
test_04205,4,0,"[-0.000316619873046875, -11.625, -14.0, -15.875]"
test_03959,4,0,"[-0.0003108978271484375, -12.0, -14.125, -15.875]"
test_03746,4,3,"[-6.25, -9.125, -9.625, -0.0022125244140625]"
test_00358,4,1,"[-10.375, -0.0001983642578125, -11.875, -12.875]"
test_01733,4,1,"[-11.625, -0.0001544952392578125, -13.125, -14.5]"
test_00907,4,1,"[-10.625, -0.00018215179443359375, -11.125, -12.75]"
test_01281,4,2,"[-10.75, -8.625, -0.0003414154052734375, -11.0]"
test_03601,4,2,"[-11.5, -8.0, -0.000476837158203125, -12.125]"
test_02086,4,3,"[-8.5, -9.625, -9.5, -0.0004711151123046875]"
test_01815,4,2,"[-11.0, -8.0, -0.00048828125, -10.625]"
test_03163,4,3,"[-9.875, -8.875, -9.625, -0.0003757476806640625]"
test_02504,4,3,"[-8.25, -9.25, -8.0, -0.0008087158203125]"
test_03081,4,0,"[-0.0002384185791015625, -11.0, -13.0, -15.125]"
test_02235,2,1,"[-1.2265625, -0.349609375]"
test_00442,4,2,"[-10.875, -8.0, -0.00057220458984375, -9.25]"
test_02677,4,2,"[-8.625, -6.875, -0.0014190673828125, -9.5]"
test_00392,4,0,"[-0.00026702880859375, -10.75, -12.5, -14.25]"
test_04096,4,1,"[-11.75, -0.000308990478515625, -12.25, -11.75]"
test_02191,4,0,"[-0.000324249267578125, -10.125, -11.875, -13.125]"
test_02901,4,0,"[-0.0003566741943359375, -9.875, -11.5, -13.5]"
test_02988,4,1,"[-10.875, -0.00015544891357421875, -12.375, -14.125]"
test_00692,2,0,"[-0.01171875, -4.5]"
test_01469,4,1,"[-11.875, -0.00020313262939453125, -12.5, -13.25]"
test_03902,4,2,"[-10.75, -8.125, -0.0004787445068359375, -11.375]"
test_01521,3,2,"[-13.375, -11.375, -0.000171661376953125]"
test_01767,2,0,"[-0.007110595703125, -5.125]"
test_03245,4,1,"[-8.5, -0.0004024505615234375, -10.75, -10.5]"
test_01520,4,2,"[-9.875, -7.625, -0.000858306884765625, -8.5]"
test_00212,4,0,"[-0.0002422332763671875, -11.0, -12.625, -15.25]"
test_03736,4,3,"[-11.125, -9.125, -10.625, -0.0002651214599609375]"
test_02571,4,1,"[-12.5, -0.00016021728515625, -12.5, -13.0]"
test_02120,4,1,"[-10.25, -0.00023365020751953125, -13.125, -14.75]"
test_00464,3,0,"[-0.578125, -1.078125, -2.328125]"
test_01605,4,1,"[-9.625, -0.00023174285888671875, -12.25, -13.625]"
test_00465,2,0,"[-0.1279296875, -2.125]"
test_01307,2,0,"[-0.00093841552734375, -7.375]"
test_02423,4,2,"[-6.5, -6.0, -0.010009765625, -5.125]"
test_00929,2,0,"[-0.07080078125, -2.6875]"
test_01296,2,1,"[-9.75, -0.00029754638671875]"
test_04148,2,0,"[-0.00051116943359375, -8.75]"
test_00506,2,1,"[-1.140625, -0.38671875]"
test_02817,2,0,"[-0.234375, -1.609375]"
test_03749,2,1,"[-1.6015625, -0.2255859375]"
test_01142,2,0,"[-0.318359375, -1.3203125]"
test_01550,2,0,"[-0.29296875, -1.4140625]"
test_01575,2,1,"[-1.8046875, -0.18359375]"
test_01089,2,1,"[-2.125, -0.126953125]"
test_00920,2,0,"[-0.0003662109375, -10.375]"
test_02944,2,1,"[-11.25, -0.00021648406982421875]"
test_02444,2,0,"[-0.388671875, -1.140625]"
test_01616,2,0,"[-0.16015625, -1.9140625]"
