id,num_choices,prediction,scores
test_02472,2,1,"[-20.625, 0.0]"
test_03660,3,1,"[-11.5, -0.000720977783203125, -7.25]"
test_02945,3,2,"[-1.015625, -3.140625, -0.51953125]"
test_00880,2,0,"[-3.337860107421875e-06, -15.5]"
test_00757,3,0,"[-0.396484375, -4.65625, -1.1484375]"
test_03045,3,0,"[-7.152557373046875e-06, -12.375, -12.75]"
test_01573,3,0,"[-0.86328125, -1.859375, -0.86328125]"
test_04183,3,0,"[-0.72265625, -3.59375, -0.72265625]"
test_02976,3,2,"[-13.75, -15.0, -1.5497207641601562e-06]"
test_00546,2,0,"[-0.01104736328125, -4.5]"
test_00780,4,3,"[-10.25, -7.5, -7.25, -0.0012969970703125]"
test_00618,4,0,"[-2.396106719970703e-05, -11.625, -11.125, -15.75]"
test_01563,4,3,"[-12.0, -10.0, -7.0, -0.0009613037109375]"
test_04056,4,3,"[-15.5, -11.25, -14.5, -1.3709068298339844e-05]"
test_01148,4,3,"[-8.75, -9.25, -10.75, -0.0002765655517578125]"
test_01806,4,1,"[-18.375, -1.1920928955078125e-07, -15.625, -18.625]"
test_03184,3,2,"[-0.8359375, -4.46875, -0.5859375]"
test_04037,4,1,"[-17.75, -2.384185791015625e-07, -15.375, -18.75]"
test_03679,4,0,"[-1.1920928955078125e-06, -14.0, -15.375, -20.25]"
test_02524,4,0,"[-0.0001850128173828125, -8.875, -10.125, -12.25]"
test_00267,4,1,"[-12.625, -0.0001888275146484375, -10.5, -8.75]"
test_01262,4,1,"[-17.375, 0.0, -17.0, -19.125]"
test_00162,4,3,"[-9.25, -8.75, -10.5, -0.00028228759765625]"
test_00674,4,2,"[-13.75, -13.25, -4.291534423828125e-06, -13.5]"
test_02197,4,3,"[-12.0, -8.5, -13.5, -0.00021076202392578125]"
test_00321,4,0,"[-4.649162292480469e-06, -13.625, -12.625, -17.25]"
test_04117,4,2,"[-17.375, -13.5, -0.00193023681640625, -6.25]"
test_00923,2,0,"[-0.3125, -1.3125]"
test_02262,3,1,"[-6.4375, -0.0634765625, -2.8125]"
test_01729,3,1,"[-9.0625, -0.048583984375, -3.046875]"
test_04016,3,1,"[-5.3125, -0.69921875, -0.69921875]"
test_03743,4,3,"[-3.625, -2.375, -5.375, -0.1318359375]"
test_03655,3,1,"[-1.7109375, -0.2080078125, -5.09375]"
test_00391,3,2,"[-2.828125, -3.953125, -0.0810546875]"
test_00104,3,2,"[-1.34375, -3.59375, -0.341796875]"
test_01067,3,1,"[-0.9765625, -0.474609375, -7.21875]"
test_00612,2,1,"[-5.5, -0.00408935546875]"
test_00666,3,1,"[-1.140625, -0.388671875, -6.375]"
test_00422,2,1,"[-19.75, -1.1920928955078125e-07]"
test_03598,2,0,"[-0.251953125, -1.5]"
test_03310,3,2,"[-1.0078125, -3.390625, -0.5078125]"
test_00758,3,0,"[-0.314453125, -1.3125, -6.1875]"
test_00585,3,2,"[-1.015625, -3.265625, -0.51171875]"
test_02357,2,1,"[-11.5, -1.0848045349121094e-05]"
test_00090,2,1,"[-10.25, -3.5762786865234375e-05]"
test_00211,3,1,"[-1.890625, -0.63671875, -1.140625]"
test_01289,2,1,"[-21.75, 0.0]"
test_00856,3,2,"[-1.15625, -3.78125, -0.41015625]"
test_01549,2,0,"[-0.048583984375, -3.046875]"
test_01109,2,0,"[-2.0265579223632812e-06, -14.125]"
test_03698,3,0,"[-0.0005340576171875, -7.625, -10.0]"
test_03587,3,1,"[-1.703125, -0.453125, -1.703125]"
test_02952,2,1,"[-16.5, -2.384185791015625e-07]"
test_01384,4,2,"[-9.0, -7.0, -0.00775146484375, -5.0]"
test_02091,3,2,"[-1.0859375, -2.21875, -0.58984375]"
test_01073,2,1,"[-4.03125, -0.0181884765625]"
test_02740,2,0,"[-0.474609375, -0.97265625]"
test_01732,4,3,"[-11.1875, -7.6875, -1.703125, -0.2021484375]"
test_03300,2,1,"[-19.25, -1.1920928955078125e-07]"
test_03617,2,1,"[-20.75, 0.0]"
test_00137,4,1,"[-18.25, 0.0, -17.75, -19.0]"
test_03361,2,0,"[-0.251953125, -1.5]"
test_03195,2,1,"[-1.9140625, -0.16015625]"
test_03230,2,0,"[-0.38671875, -1.140625]"
test_04014,2,0,"[-0.57421875, -0.82421875]"
test_02637,2,0,"[-0.251953125, -1.5]"
test_00995,2,0,"[-6.556510925292969e-06, -12.0]"
test_02185,2,0,"[-0.000911712646484375, -7.0]"
test_00914,2,0,"[-1.52587890625e-05, -11.125]"
test_00270,4,1,"[-17.75, 0.0, -18.0, -20.75]"
test_02913,2,1,"[-1.9140625, -0.16015625]"
test_01944,2,1,"[-0.82421875, -0.57421875]"
test_00322,4,2,"[-11.5625, -1.703125, -0.20703125, -5.21875]"
test_00650,4,3,"[-15.5, -11.5, -12.0, -1.6450881958007812e-05]"
test_03265,4,2,"[-18.75, -11.25, -1.3113021850585938e-05, -16.5]"
test_01133,2,1,"[-7.5, -0.00055694580078125]"
test_03421,4,1,"[-18.625, 0.0, -18.625, -21.375]"
test_03322,4,2,"[-18.75, -10.75, -2.1457672119140625e-05, -18.125]"
test_00783,4,0,"[-3.5762786865234375e-07, -16.875, -20.875, -22.75]"
test_01717,2,0,"[-0.023193359375, -3.765625]"
test_03855,2,1,"[-18.125, 0.0]"
test_02081,4,0,"[-4.76837158203125e-07, -14.75, -18.375, -18.5]"
test_03390,4,1,"[-17.375, -1.1920928955078125e-07, -16.375, -18.75]"
test_00264,4,0,"[-7.152557373046875e-07, -14.125, -17.25, -19.875]"
test_01941,4,0,"[-0.0380859375, -11.5625, -3.28125, -11.5625]"
test_02437,2,0,"[-0.0791015625, -2.578125]"
test_01191,2,1,"[-1.3125, -0.3125]"
test_03885,2,1,"[-17.625, -2.384185791015625e-07]"
test_03321,2,1,"[-9.375, -8.535385131835938e-05]"
test_00951,4,3,"[-16.0, -11.25, -15.125, -1.33514404296875e-05]"
test_02174,4,3,"[-9.0, -12.625, -14.125, -0.0001277923583984375]"
test_02750,4,1,"[-1.09375, -0.59765625, -2.84375, -2.84375]"
test_00559,4,2,"[-14.75, -14.0, -1.1920928955078125e-06, -17.0]"
test_00522,3,0,"[-0.0013427734375, -7.0, -7.75]"
test_02094,4,0,"[-1.5497207641601562e-06, -13.5, -16.375, -19.375]"
test_00174,4,2,"[-19.0, -13.25, -1.9073486328125e-06, -16.5]"
test_00357,4,2,"[-16.125, -8.25, -0.0002613067626953125, -16.875]"
test_00411,4,1,"[-16.875, -1.1920928955078125e-07, -16.0, -19.0]"
test_03289,4,0,"[-2.384185791015625e-07, -15.125, -18.0, -21.375]"
test_04113,4,2,"[-18.625, -12.75, -2.9802322387695312e-06, -16.5]"
test_03865,4,1,"[-15.875, -1.0728836059570312e-06, -14.0, -16.375]"
test_01694,4,1,"[-14.75, -2.9802322387695312e-06, -13.25, -14.0]"
test_00822,4,3,"[-7.75, -13.5, -16.875, -0.0004329681396484375]"
test_01566,2,0,"[-0.02978515625, -3.53125]"
test_00848,4,1,"[-18.375, 0.0, -17.0, -19.125]"
test_01037,4,2,"[-17.75, -11.25, -1.2993812561035156e-05, -18.125]"
test_00002,4,1,"[-17.5, -1.1920928955078125e-07, -16.25, -18.375]"
test_02034,4,3,"[-13.0, -10.25, -16.875, -3.7670135498046875e-05]"
test_00144,4,1,"[-17.625, 0.0, -16.75, -19.375]"
test_01918,4,3,"[-16.125, -14.5, -16.0, -8.344650268554688e-07]"
test_03360,4,2,"[-18.25, -14.5, -5.960464477539062e-07, -16.25]"
test_00911,4,1,"[-15.25, -1.0728836059570312e-06, -14.25, -15.25]"
test_02080,4,0,"[-4.76837158203125e-07, -15.0, -18.0, -19.875]"
test_00407,4,1,"[-17.625, 0.0, -16.75, -20.125]"
test_03771,4,2,"[-15.5, -8.5, -0.0002040863037109375, -16.625]"
test_02562,4,3,"[-14.875, -7.0, -14.75, -0.000911712646484375]"
test_01946,4,2,"[-15.875, -7.0, -0.000911712646484375, -16.375]"
test_01308,4,3,"[-13.5, -11.75, -15.75, -9.417533874511719e-06]"
test_04064,4,3,"[-14.25, -13.0, -15.125, -3.337860107421875e-06]"
test_01126,4,0,"[-1.430511474609375e-06, -13.625, -16.25, -19.125]"
test_02661,4,0,"[-4.76837158203125e-07, -14.625, -17.75, -20.875]"
test_02237,4,0,"[-5.960464477539062e-07, -14.5, -17.875, -19.625]"
test_03057,4,2,"[-18.875, -13.25, -2.2649765014648438e-06, -14.5]"
test_00830,3,0,"[-0.15625, -2.90625, -2.40625]"
test_00291,2,0,"[-7.534027099609375e-05, -9.5]"
test_02411,4,3,"[-12.25, -12.75, -15.5, -7.987022399902344e-06]"
test_03511,4,1,"[-17.375, 0.0, -17.375, -18.75]"
test_02581,4,1,"[-18.125, 0.0, -19.625, -22.25]"
test_04205,4,0,"[-1.1920928955078125e-07, -16.625, -19.375, -22.625]"
test_03959,4,0,"[-2.384185791015625e-07, -16.375, -18.875, -22.25]"
test_03746,4,3,"[-10.0, -13.25, -14.5, -4.76837158203125e-05]"
test_00358,4,1,"[-16.5, -2.384185791015625e-07, -16.0, -17.875]"
test_01733,4,1,"[-18.25, 0.0, -18.125, -20.625]"
test_00907,4,1,"[-16.75, -2.384185791015625e-07, -15.5, -18.75]"
test_01281,4,2,"[-17.5, -13.25, -1.9073486328125e-06, -16.5]"
test_03601,4,2,"[-17.5, -11.75, -7.867813110351562e-06, -16.75]"
test_02086,4,3,"[-12.75, -13.75, -15.125, -4.291534423828125e-06]"
test_01815,4,2,"[-17.625, -12.5, -3.814697265625e-06, -16.25]"
test_03163,4,3,"[-14.5, -12.5, -14.875, -4.5299530029296875e-06]"
test_02504,4,3,"[-13.0, -12.75, -13.25, -6.9141387939453125e-06]"
test_03081,4,0,"[-2.384185791015625e-07, -15.5, -18.5, -21.75]"
test_02235,2,0,"[-0.69140625, -0.69140625]"
test_00442,4,2,"[-16.5, -8.75, -0.00015926361083984375, -13.75]"
test_02677,4,2,"[-17.5, -12.75, -2.9802322387695312e-06, -17.5]"
test_00392,4,0,"[-2.384185791015625e-07, -15.25, -17.75, -20.625]"
test_04096,4,1,"[-18.0, 0.0, -17.0, -17.0]"
test_02191,4,0,"[-5.960464477539062e-07, -14.5, -17.125, -18.25]"
test_02901,4,0,"[-1.3113021850585938e-06, -13.75, -16.25, -18.0]"
test_02988,4,1,"[-17.5, 0.0, -17.5, -21.0]"
test_00692,2,1,"[-2.8125, -0.06201171875]"
test_01469,4,1,"[-18.625, 0.0, -16.875, -18.625]"
test_03902,4,2,"[-16.25, -11.25, -1.3113021850585938e-05, -17.75]"
test_01521,3,2,"[-22.125, -16.25, -1.1920928955078125e-07]"
test_01767,2,0,"[-0.000553131103515625, -7.5]"
test_03245,4,1,"[-13.75, -2.7418136596679688e-06, -13.75, -14.25]"
test_01520,4,2,"[-16.125, -12.25, -6.318092346191406e-06, -13.5]"
test_00212,4,0,"[-2.384185791015625e-07, -15.25, -17.875, -21.5]"
test_03736,4,3,"[-17.25, -13.5, -16.0, -1.5497207641601562e-06]"
test_02571,4,1,"[-18.875, 0.0, -17.375, -20.125]"
test_02120,4,1,"[-15.75, -1.1920928955078125e-07, -17.625, -20.375]"
test_00464,3,0,"[-0.053466796875, -3.296875, -4.1875]"
test_01605,4,1,"[-16.25, -1.1920928955078125e-07, -17.875, -21.5]"
test_00465,2,0,"[-0.0181884765625, -4.03125]"
test_01307,2,0,"[-3.0994415283203125e-06, -12.75]"
test_02423,4,2,"[-12.75, -9.0, -0.00014781951904296875, -10.75]"
test_00929,2,0,"[-0.0002117156982421875, -8.5]"
test_01296,2,1,"[-18.375, -8.344650268554688e-07]"
test_04148,2,0,"[-1.0728836059570312e-06, -13.875]"
test_00506,2,1,"[-1.3125, -0.3125]"
test_02817,2,0,"[-0.203125, -1.703125]"
test_03749,2,1,"[-1.3125, -0.3125]"
test_01142,2,0,"[-0.2021484375, -1.703125]"
test_01550,2,0,"[-0.25390625, -1.5078125]"
test_01575,2,1,"[-2.8125, -0.06201171875]"
test_01089,2,0,"[-0.0380859375, -3.28125]"
test_00920,2,0,"[-7.152557373046875e-07, -14.375]"
test_02944,2,1,"[-19.25, -1.0728836059570312e-06]"
test_02444,2,0,"[-0.3125, -1.3125]"
test_01616,2,0,"[-0.0181884765625, -4.03125]"
